2025-11-21 03:44:50 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Loading trainer: DP_FPL
2025-11-21 03:44:50 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Loading dataset: Caltech101
2025-11-21 03:44:50 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Reading split from %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Creating a baseline federated dataset
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | class_num %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Creating a baseline federated dataset
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | class_num %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | user class dict total %s
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | idx: %s, output_dict_len: %d
2025-11-21 03:44:51 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Loading CLIP (backbone: ViT-B/16)
2025-11-21 03:44:52 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Building custom CLIP
2025-11-21 03:44:52 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | Turning off gradients in both the image and the text encoder
2025-11-21 03:44:53 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | [wandb] 正在初始化实验：project=SepFPL, name=caltech-101-sepfpl_time_adaptive-rank1-noise0.01-seed1-users10-51/120, mode=online
2025-11-21 03:44:58 | INFO | caltech-101_sepfpl_time_adaptive_1_0.01_10_[51/120] | [RDP-sepfpl] 轮次 1: ε=0.000019, std=72.498511
