2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Loading trainer: DP_FPL
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Loading dataset: OxfordPets
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Reading split from %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Creating a baseline federated dataset
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | class_num %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Creating a baseline federated dataset
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | class_num %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | user class dict total %s
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | idx: %s, output_dict_len: %d
2025-11-21 08:14:56 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Loading CLIP (backbone: ViT-B/16)
2025-11-21 08:14:58 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Building custom CLIP
2025-11-21 08:14:58 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | Turning off gradients in both the image and the text encoder
2025-11-21 08:14:58 | INFO | oxford_pets_sepfpl_hcse_1_0.01_10_[106/120] | [wandb] 正在初始化实验：project=SepFPL, name=oxford_pets-sepfpl_hcse-rank1-noise0.01-seed1-users10-106/120, mode=online
