2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | Loading trainer: DP_FPL
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | Loading dataset: OxfordPets
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | Reading split from %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | Creating a baseline federated dataset
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | class_num %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | Creating a baseline federated dataset
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | class_num %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | user class dict total %s
2025-11-21 06:57:52 | INFO | oxford_pets_sepfpl_hcse_2_0.1_10_[87/120] | idx: %s, output_dict_len: %d
